text,tfidf_tags,zero_shot_tags,combined_tags
"How to download data files from Kaggle Notebooks | Kaggle So you've been doing data cleaning or training a model in a Kaggle Notebook... but once you're done, how do you actually download your file? In this quick tutorial, Dr. Rachael Tatman walks you through how to download files from your Kaggle Notebooks. SUBSCRIBE: https://www.youtube.com/c/kaggle?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle https://www.youtube.com/c/kaggle","['kaggle', 'files', 'notebooks', 'data', 'done']","['comedy', 'tech', 'fitness']","['done', 'kaggle', 'data', 'files', 'comedy', 'notebooks', 'fitness', 'tech']"
"Journey of an Addicted Kaggler | by Michael Yeh | Kaggle Days Beijing Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'beijing', 'ai']","['tech', 'data science', 'artificial intelligence']","['kaggle', 'days', 'ai', 'artificial intelligence', 'beijing', 'data science', 'tech', 'logicai']"
"Winning Kaggle Competitions with Deep Learning | Tao Shen | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', 'tao']","['tech', 'data science', 'deep learning']","['tao', 'kaggle', 'days', 'ai', 'deep learning', 'data science', 'tech', 'logicai']"
"BERT for Kaggle Competitions | Yuanhae Wu | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', 'yuanhae']","['data science', 'tech', 'deep learning']","['tech', 'kaggle', 'days', 'ai', 'yuanhae', 'deep learning', 'data science', 'logicai']"
"GBDTs - Details & Implementation | Zhifeng Gao | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', 'gbdts']","['tech', 'data science', 'artificial intelligence']","['kaggle', 'gbdts', 'days', 'ai', 'artificial intelligence', 'data science', 'tech', 'logicai']"
"Feature Engineering for Tabular Data | Zhifeng Gao | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', 'zhifeng']","['tech', 'data science', 'artificial intelligence']","['kaggle', 'days', 'ai', 'artificial intelligence', 'data science', 'tech', 'zhifeng', 'logicai']"
"Deep Learning Formulas for NLP Applications | Chenglong Chen | Kaggle Content note: Speaker is presenting in Mandarin but presentation and subtitles are in English. Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['logicai', 'days', 'kaggle', 'ai', 'speaker']","['artificial intelligence', 'tech', 'deep learning']","['kaggle', 'days', 'ai', 'deep learning', 'artificial intelligence', 'speaker', 'tech', 'logicai']"
"Deep Learning for Time Series | Dimitry Larko | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', 'dimitry']","['tech', 'deep learning', 'data science']","['kaggle', 'days', 'ai', 'deep learning', 'data science', 'dimitry', 'tech', 'logicai']"
"Essential Techniques for Tabular Competitions | Kazuki Onodera | Kaggle Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['logicai', 'days', 'kaggle', 'ai', 'kazuki']","['tech', 'data science', 'artificial intelligence']","['kaggle', 'days', 'ai', 'kazuki', 'artificial intelligence', 'data science', 'tech', 'logicai']"
"Time Series 101 | Dmitry Larko | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', '101']","['tech', 'data science', 'deep learning']","['kaggle', 'days', 'ai', '101', 'deep learning', 'data science', 'tech', 'logicai']"
"How to use Kernels and Forums to Win Kaggle Competitions | by Jian Qiao | Kaggle Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing.More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['logicai', 'days', 'kaggle', 'ai', 'jian']","['tech', 'data science', 'artificial intelligence']","['kaggle', 'days', 'ai', 'jian', 'artificial intelligence', 'data science', 'tech', 'logicai']"
"Kaggle Competition Tutorial | Presented by Gabor Fodor | Kaggle Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['logicai', 'days', 'kaggle', 'ai', 'fodor']","['tutorial', 'tech', 'data science']","['kaggle', 'days', 'ai', 'tutorial', 'data science', 'tech', 'fodor', 'logicai']"
"How to share research data on Kaggle Are you looking for an easy way to share your research data? In this video, Dr. Rachael Tatman walks you through how to use Kaggle Datasets to share your data and highlights some features the Kaggle team has added specifically to help researchers! SUBSCRIBE: https://www.youtube.com/c/kaggle?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle https://www.youtube.com/c/kaggle","['kaggle', 'share', 'data', 'research', 'added']","['tech', 'comedy', 'data science']","['share', 'kaggle', 'data', 'added', 'comedy', 'research', 'data science', 'tech']"
"ML for Optimization Problems | Qingchen Wang | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', 'qingchen']","['tech', 'data science', 'deep learning']","['kaggle', 'days', 'ai', 'qingchen', 'deep learning', 'data science', 'tech', 'logicai']"
"Solving NLP Problems with BERT | Yuanhao Wu | Kaggle Content note: Presenter speaks Mandarin but slide and subtitles are in English language. Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['logicai', 'days', 'kaggle', 'ai', 'slide']","['tech', 'data science', 'artificial intelligence']","['kaggle', 'days', 'ai', 'slide', 'artificial intelligence', 'data science', 'tech', 'logicai']"
"Rachael's Farewell Stream | Kaggle Rachael will be leaving Kaggle for new opportunities in the new year, so please join her for her final live stream on the Kaggle channel where she'll go over some of her favorite notebooks from her time here. About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=you... Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_me... Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=... Check out our BLOG: http://blog.kaggle.com/?utm_medium=yo... Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?... Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?ut... Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?u... Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitio... Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_me... Kaggle https://www.youtube.com/c/kaggle","['kaggle', 'stream', 'leaving', 'channel', 'rachaels']","['youtube', 'data science', 'tech']","['tech', 'kaggle', 'stream', 'channel', 'leaving', 'rachaels', 'data science', 'youtube']"
"Kaggle Live Coding: Fuzzy Matching for Spelling Erros | Kaggle This week we'll be working on using fuzzy matching to help correct spelling errors in the dataset ""International Energy Statistics"" (link to data: https://www.kaggle.com/unitednations/international-energy-statistics) About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=you... Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_me... Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=... Check out our BLOG: http://blog.kaggle.com/?utm_medium=yo... Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?... Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?ut... Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?u... Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitio... Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_me... Kaggle https://www.youtube.com/c/kaggle","['kaggle', 'matching', 'spelling', 'fuzzy', 'erros']","['unboxing', 'data science', 'review']","['kaggle', 'erros', 'spelling', 'review', 'unboxing', 'matching', 'data science', 'fuzzy']"
"5 ways to add data to your Kaggle Notebook | Kaggle Do you know all five ways to add a dataset to your Kaggle Notebook? In this quick video, Kaggle Data Scientist Rachael walks you through them and shares some tips and tricks for finding just the right data for your next Kaggle project. SUBSCRIBE: https://www.youtube.com/c/kaggle?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle https://www.youtube.com/c/kaggle","['kaggle', 'ways', 'add', 'data', 'five']","['data science', 'artificial intelligence', 'comedy']","['kaggle', 'data', 'comedy', 'five', 'add', 'artificial intelligence', 'ways', 'data science']"
"Kaggle Reading Group: On NMT Search Errors and Model Errors: Cat Got Your Tongue? (Part 2) | Kaggle This week we'll be continuing ""On NMT Search Errors and Model Errors: Cat Got Your Tongue?"" by Felix Stahlber and Bill Byrne, published at EMNLP 2019. You can follow along with the paper here: https://www.aclweb.org/anthology/D19-1331.pdf About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=you... Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_me... Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=... Check out our BLOG: http://blog.kaggle.com/?utm_medium=yo... Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?... Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?ut... Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?u... Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitio... Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_me... Kaggle https://www.youtube.com/c/kaggle","['errors', 'kaggle', 'nmt', 'tongue', 'cat']","['tutorial', 'tech', 'fitness']","['kaggle', 'cat', 'nmt', 'tongue', 'tutorial', 'fitness', 'errors', 'tech']"
"Kaggle Live Coding: Trying out Kaggle Tasks (new!) | Kaggle This week, Kaggle data scientist Rachael will try her hand and some of the new Kaggle Tasks. More details here: https://www.kaggle.com/product-feedback/121068 About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=you... Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_me... Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=... Check out our BLOG: http://blog.kaggle.com/?utm_medium=yo... Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?... Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?ut... Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?u... Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitio... Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_me... Kaggle https://www.youtube.com/c/kaggle","['kaggle', 'tasks', 'httpswwwkagglecomproductfeedback121068', 'hand', 'data']","['unboxing', 'review', 'tech']","['kaggle', 'hand', 'data', 'httpswwwkagglecomproductfeedback121068', 'review', 'unboxing', 'tasks', 'tech']"
